,id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,condition,grade,sqft_basement,yr_built,yr_renovated,zipcode,sqft_living15,yrs_renovated,sale_month
5396,2423069120,5/8/2014,295000.0,2,1.75,2200,89298,1.0,0.0,3,7,1100.0,1973,0.0,98027,2590,0.0,5
5397,6918100170,3/19/2015,250000.0,4,3.0,2250,7882,2.0,0.0,3,8,680.0,1986,0.0,98198,1550,0.0,3
5398,7169200221,10/23/2014,497000.0,3,2.25,1450,1387,3.0,0.0,3,8,0.0,2000,0.0,98115,1450,0.0,10
5399,3579000440,8/13/2014,520000.0,4,2.5,2280,8798,2.0,0.0,4,8,0.0,1987,0.0,98028,2180,0.0,8
5400,8860500130,7/17/2014,365000.0,4,3.5,2720,6781,2.0,0.0,3,8,620.0,1999,0.0,98055,2280,0.0,7
5401,1441800010,12/8/2014,459900.0,3,2.25,2250,8000,1.0,0.0,3,8,790.0,1976,0.0,98034,1930,0.0,12
5402,7129300595,5/6/2015,158000.0,3,2.0,1090,6090,1.0,0.0,3,7,150.0,1940,0.0,98118,1840,0.0,5
5403,4322300010,6/6/2014,294700.0,3,2.0,1970,9600,1.0,0.0,4,7,?,1967,0.0,98003,1710,0.0,6
5404,7229800066,8/19/2014,439950.0,4,2.25,2780,15075,2.0,0.0,3,7,0.0,1985,0.0,98059,1650,0.0,8
5405,3625059071,1/8/2015,899000.0,4,2.25,2290,40946,1.0,0.0,4,8,740.0,1960,0.0,98008,2790,0.0,1
5406,9517200480,7/2/2014,535000.0,3,1.75,2330,12141,1.0,0.0,3,7,940.0,1983,0.0,98072,1850,0.0,7
5407,240000269,1/24/2015,530000.0,4,4.5,4060,10800,2.0,0.0,3,10,0.0,2007,0.0,98188,1830,0.0,1
5408,9835800840,2/4/2015,215000.0,4,2.0,1470,7000,1.0,0.0,4,8,0.0,1967,0.0,98032,1640,0.0,2
5409,8058500005,2/3/2015,290000.0,2,1.0,1620,5400,1.0,0.0,3,6,?,1926,0.0,98125,1540,0.0,2
5410,2568200170,3/11/2015,798000.0,5,2.75,3220,5934,2.0,0.0,3,9,0.0,2006,0.0,98052,3100,0.0,3
5411,9545250010,11/7/2014,785000.0,4,2.5,3270,9578,2.0,0.0,3,9,0.0,1993,0.0,98027,3120,0.0,11
5412,4140090420,3/18/2015,433000.0,3,1.75,2160,8565,1.0,0.0,3,8,430.0,1971,0.0,98028,2910,0.0,3
5413,3334000050,7/21/2014,425000.0,2,1.0,1150,6835,1.0,0.0,3,7,140.0,1922,0.0,98118,1150,0.0,7
5414,5101404144,7/24/2014,654000.0,4,2.5,2240,7540,1.0,0.0,3,8,700.0,1962,0.0,98115,1960,0.0,7
5415,7338001190,10/17/2014,215000.0,3,1.5,1280,5065,2.0,0.0,4,6,0.0,1983,0.0,98002,1070,0.0,10
5416,1865810290,3/18/2015,232000.0,3,1.0,840,6540,1.0,0.0,3,6,0.0,1970,2014.0,98042,1010,6.0,3
5417,2785000290,5/7/2014,675000.0,3,1.75,1680,10500,1.0,0.0,4,8,0.0,1959,0.0,98005,2250,0.0,5
5418,7955040080,11/4/2014,665000.0,5,2.75,2330,8000,1.0,0.0,4,7,780.0,1972,0.0,98052,1750,0.0,11
5420,6362900080,8/14/2014,525000.0,6,3.0,2880,7560,2.0,0.0,3,7,0.0,1980,0.0,98144,1470,0.0,8
5421,4078300050,5/4/2015,780000.0,3,2.75,2910,3094,2.0,0.0,5,7,900.0,1939,0.0,98125,2400,0.0,5
5422,3528000545,8/15/2014,844000.0,4,3.25,3090,67518,2.0,0.0,3,10,0.0,1988,0.0,98053,3200,0.0,8
5423,710300010,1/27/2015,680000.0,4,2.75,2720,54048,2.0,0.0,3,8,0.0,1985,0.0,98072,2580,0.0,1
5424,3764800630,8/25/2014,290000.0,3,1.5,1310,8100,1.0,0.0,3,7,0.0,1965,0.0,98034,1330,0.0,8
5425,6383000825,3/25/2015,560000.0,2,1.0,1790,15783,1.0,0.0,4,8,430.0,1959,0.0,98117,1790,0.0,3
5426,9465900500,6/17/2014,605500.0,3,2.5,2830,6536,2.0,0.0,3,9,0.0,1989,0.0,98072,2710,0.0,6
5427,2568200290,8/26/2014,762500.0,4,2.5,3150,5979,2.0,0.0,3,9,0.0,2005,0.0,98052,3150,0.0,8
5428,3885808005,3/5/2015,1740000.0,5,3.25,3930,5500,2.0,0.0,3,9,1020.0,2014,0.0,98033,2040,0.0,3
5429,3723800086,6/24/2014,665000.0,6,2.75,2840,8346,1.0,0.0,5,8,1420.0,1961,0.0,98118,2250,0.0,6
5430,6840701150,3/11/2015,540000.0,5,1.0,2480,4400,1.5,0.0,3,7,840.0,1919,0.0,98122,1940,0.0,3
5431,7301300050,11/19/2014,375000.0,3,2.5,1930,6180,1.0,0.0,3,7,600.0,1961,0.0,98155,1940,0.0,11
5432,6381500635,5/16/2014,342000.0,3,1.0,1260,6826,1.0,0.0,3,6,540.0,1944,0.0,98125,1300,0.0,5
5433,3980300020,3/10/2015,340000.0,3,1.0,670,23522,1.0,0.0,4,6,0.0,1968,0.0,98024,1880,0.0,3
5435,7215720250,12/10/2014,693000.0,4,2.5,3160,13063,2.0,0.0,3,10,0.0,1999,0.0,98075,3350,0.0,12
5436,3123049230,4/20/2015,638500.0,4,1.75,1770,12462,1.0,0.0,4,8,0.0,1962,0.0,98166,2310,0.0,4
5437,8163000020,1/26/2015,805000.0,5,3.0,2240,18265,2.0,0.0,4,8,0.0,1963,0.0,98027,1990,0.0,1
5438,7893808220,7/9/2014,250000.0,3,1.0,990,8062,1.0,0.0,4,7,0.0,1960,0.0,98198,1420,0.0,7
5439,538000440,5/1/2015,325000.0,3,2.5,1580,4698,2.0,0.0,3,7,0.0,1998,0.0,98038,2070,0.0,5
5440,7883603390,4/1/2015,270000.0,4,1.75,1560,4290,2.0,0.0,3,7,0.0,1994,0.0,98108,1250,0.0,4
5441,7645900235,7/10/2014,880000.0,6,2.5,2640,3680,2.0,0.0,5,8,880.0,1922,0.0,98126,1960,0.0,7
5442,9232900050,8/6/2014,300000.0,2,1.75,2120,6350,1.0,0.0,4,6,680.0,1924,0.0,98103,1590,0.0,8
5443,7305300500,12/15/2014,290000.0,2,1.0,1200,8750,1.0,0.0,3,6,0.0,1948,0.0,98155,1100,0.0,12
5444,6065300840,5/1/2015,2850000.0,4,4.0,5040,17208,1.0,0.0,5,10,2170.0,1976,0.0,98006,4050,0.0,5
5445,7227500020,1/23/2015,259950.0,3,1.0,1460,5825,1.0,0.0,5,5,200.0,1942,0.0,98056,1150,0.0,1
5446,7237501190,10/10/2014,1780000.0,4,3.25,4890,13402,2.0,0.0,3,13,0.0,2004,0.0,98059,5790,0.0,10
5447,422000010,11/6/2014,299950.0,3,1.0,1580,5250,1.0,0.0,5,7,0.0,1954,0.0,98056,1180,0.0,11
5450,9151600541,5/8/2014,719000.0,3,2.5,1690,4500,1.5,0.0,4,8,0.0,1928,0.0,98116,2140,0.0,5
5451,3423059153,10/8/2014,785000.0,4,3.0,3370,100681,1.0,0.0,5,8,1450.0,1977,0.0,98058,2440,0.0,10
5452,3630120190,3/26/2015,660000.0,3,2.5,2330,3995,2.0,0.0,3,9,0.0,2006,0.0,98029,2330,0.0,3
5453,2787320430,6/18/2014,264000.0,4,1.75,1820,8118,1.0,0.0,4,7,740.0,1980,0.0,98031,1810,0.0,6
5454,1672000170,9/8/2014,575000.0,3,1.75,1890,11141,1.0,0.0,4,8,0.0,1968,0.0,98006,2720,0.0,9
5456,3221079069,8/15/2014,475000.0,3,2.5,2770,98881,2.0,0.0,3,9,0.0,1991,0.0,98022,1830,0.0,8
5457,7501000080,11/21/2014,845800.0,4,3.5,3020,12750,2.0,0.0,3,10,0.0,1990,0.0,98033,3120,0.0,11
5458,3500100078,6/11/2014,352500.0,3,1.75,1170,8182,1.0,0.0,3,7,0.0,1962,0.0,98155,1610,0.0,6
5459,9493200010,6/23/2014,347000.0,3,1.0,1270,8400,1.0,0.0,3,7,0.0,1955,0.0,98011,1390,0.0,6
5460,3905081350,1/9/2015,560000.0,4,2.75,1950,6192,2.0,0.0,3,8,0.0,1992,0.0,98029,2040,0.0,1
5462,7635801350,3/6/2015,595000.0,3,1.75,2220,22081,1.5,0.0,4,7,0.0,1922,0.0,98166,2010,0.0,3
5463,7806210380,2/20/2015,257500.0,4,2.0,2060,6400,1.0,0.0,3,7,890.0,1977,0.0,98002,1890,0.0,2
5464,7577700440,5/28/2014,450000.0,3,1.0,1100,4600,1.0,0.0,3,7,0.0,1917,0.0,98116,1200,0.0,5
5465,3876810190,11/13/2014,410000.0,4,1.0,1140,7208,1.0,0.0,3,7,240.0,1970,0.0,98072,1300,0.0,11
5466,1224059049,6/13/2014,810000.0,3,1.75,1980,13503,1.0,0.0,4,9,660.0,1952,0.0,98008,2450,0.0,6
5467,3348401319,5/12/2014,372500.0,5,3.0,2480,10090,1.0,0.0,3,7,1180.0,2004,0.0,98178,2290,0.0,5
5468,5589300585,12/3/2014,325000.0,3,1.0,1050,9083,1.0,0.0,3,7,0.0,1951,0.0,98155,1440,0.0,12
5470,2013300050,7/11/2014,258000.0,3,2.0,1680,19978,1.0,0.0,3,6,800.0,1948,0.0,98198,2150,0.0,7
5471,408100050,8/27/2014,329950.0,4,1.0,1360,5900,1.5,0.0,4,7,0.0,1949,0.0,98155,1050,0.0,8
5472,4178300080,12/12/2014,836000.0,4,2.5,2450,12987,1.0,0.0,4,9,420.0,1980,0.0,98007,2730,0.0,12
5473,2310040020,4/9/2015,365000.0,5,2.5,2260,7040,2.0,0.0,3,8,0.0,1999,0.0,98038,2180,0.0,4
5474,8698100170,2/11/2015,111300.0,2,1.0,1060,6000,1.0,0.0,4,5,0.0,1908,0.0,98002,940,0.0,2
5475,1330910280,4/27/2015,864000.0,4,2.5,3720,105850,2.0,0.0,4,10,0.0,1984,0.0,98053,2830,0.0,4
5476,9413600670,6/23/2014,725000.0,3,1.75,1610,8613,1.0,0.0,5,7,0.0,1962,0.0,98033,2010,0.0,6
5477,3825500020,2/18/2015,550000.0,4,2.5,3350,6605,2.0,0.0,3,8,680.0,1990,0.0,98011,2730,0.0,2
5479,4385701440,9/26/2014,765000.0,2,1.75,1660,4000,1.0,0.0,3,7,670.0,1940,0.0,98112,2070,0.0,9
5480,8645501330,4/21/2015,255000.0,3,1.5,1420,7480,1.0,0.0,4,7,0.0,1963,0.0,98058,1720,0.0,4
5481,2323069073,6/22/2014,439500.0,3,2.5,2050,40003,1.0,0.0,4,8,?,1977,0.0,98027,2700,0.0,6
5482,2475200080,9/8/2014,268000.0,3,1.75,1250,5546,1.0,0.0,4,7,0.0,1987,0.0,98055,1640,0.0,9
5483,9533600185,4/1/2015,985000.0,3,1.75,1700,8534,1.0,0.0,4,7,0.0,1953,0.0,98004,2100,0.0,4
5486,984000780,6/16/2014,304000.0,4,2.0,1810,8750,1.0,0.0,2,7,700.0,1967,0.0,98058,1810,0.0,6
5487,7575610170,4/23/2015,200000.0,4,2.75,2210,13235,2.0,0.0,3,8,480.0,1988,0.0,98003,1750,0.0,4
5488,2025800080,2/20/2015,325000.0,3,1.5,2120,41325,1.0,0.0,4,7,700.0,1973,0.0,98092,1780,0.0,2
5489,1425059180,3/24/2015,736000.0,3,2.25,2470,11603,2.0,0.0,3,8,930.0,1988,0.0,98052,2850,0.0,3
5490,1310440280,7/10/2014,426500.0,4,2.5,2700,6515,2.0,0.0,3,9,0.0,1998,0.0,98058,2900,0.0,7
5491,2264500425,6/20/2014,640000.0,2,1.75,1760,4400,1.0,0.0,4,7,880.0,1930,0.0,98103,1330,0.0,6
5492,1721800470,5/21/2014,230000.0,5,2.0,1930,6120,1.5,0.0,3,6,0.0,1941,1969.0,98146,1130,51.0,5
5493,2589300170,3/24/2015,366350.0,4,1.0,1680,5043,1.5,0.0,4,6,0.0,1911,0.0,98118,1560,0.0,3
5496,1431700250,5/16/2014,345000.0,4,1.0,1980,7991,1.5,0.0,3,7,0.0,1962,0.0,98058,1730,0.0,5
5497,7942601410,5/14/2014,682000.0,3,1.75,1830,5120,1.5,0.0,5,8,0.0,1903,0.0,98122,2120,0.0,5
5499,5700003280,4/19/2015,895000.0,6,2.5,3550,6533,2.0,0.0,3,8,0.0,1925,0.0,98144,3140,0.0,4
5501,4046400440,8/6/2014,532500.0,4,2.5,2490,8750,2.0,0.0,3,8,450.0,1976,0.0,98008,2120,0.0,8
5502,1089700010,10/8/2014,540000.0,4,2.5,2329,9436,2.0,0.0,3,9,0.0,1995,0.0,98011,2660,0.0,10
5503,2600040130,7/11/2014,578000.0,3,2.25,1790,9580,2.0,0.0,3,8,0.0,1984,0.0,98006,2060,0.0,7
5504,8121100715,2/9/2015,1090000.0,3,3.0,2830,6041,2.0,0.0,3,8,990.0,1915,0.0,98118,3420,0.0,2
5505,1771000440,9/4/2014,322500.0,3,1.0,1160,9750,1.0,0.0,3,7,0.0,1968,0.0,98077,1160,0.0,9
5506,7875200005,1/15/2015,140000.0,3,1.0,1000,10560,1.0,0.0,3,7,0.0,1955,0.0,98003,1190,0.0,1
5507,1822069109,9/10/2014,485000.0,3,2.5,2540,51836,1.0,0.0,4,8,720.0,1976,0.0,98042,1650,0.0,9
5509,238000244,6/17/2014,421000.0,3,2.5,2890,21780,2.0,0.0,3,8,0.0,2000,0.0,98188,2120,0.0,6
5510,7972600430,3/11/2015,355000.0,4,2.0,1870,3497,1.0,0.0,3,7,670.0,1954,0.0,98106,1270,0.0,3
5511,6204200470,3/18/2015,515000.0,4,2.25,2200,6967,2.0,0.0,3,8,0.0,1986,0.0,98011,1970,0.0,3
5512,123039420,4/28/2015,309000.0,3,1.0,1300,7200,1.0,0.0,4,7,0.0,1952,0.0,98146,1740,0.0,4
5513,1525059215,2/24/2015,815000.0,5,2.25,3410,35536,2.0,0.0,3,10,880.0,1974,0.0,98005,3140,0.0,2
5514,1787600094,11/6/2014,285000.0,3,1.0,1160,7875,1.0,0.0,3,7,0.0,1953,0.0,98125,1600,0.0,11
5515,2877101100,11/10/2014,700000.0,3,1.75,2100,5000,1.5,0.0,3,8,0.0,1916,0.0,98117,1830,0.0,11
5518,8732030080,8/18/2014,230000.0,3,1.75,1450,8378,1.0,0.0,4,8,0.0,1978,0.0,98023,1860,0.0,8
5519,2231000020,8/12/2014,432500.0,3,2.5,1930,7120,1.0,0.0,4,7,510.0,1961,0.0,98133,1600,0.0,8
5520,9407000840,7/31/2014,288000.0,3,1.75,1660,10440,1.0,0.0,3,7,620.0,1978,0.0,98045,1240,0.0,7
5521,1775800290,8/1/2014,354000.0,3,1.75,1260,12330,1.0,0.0,3,7,0.0,1968,0.0,98072,1320,0.0,8
5522,3821200050,6/4/2014,119500.0,3,1.0,1170,11000,1.0,0.0,2,6,0.0,1980,0.0,98019,1590,0.0,6
5523,3224510080,11/20/2014,805000.0,4,3.0,3350,23781,1.0,0.0,4,9,1330.0,1979,0.0,98006,2870,0.0,11
5524,3626039415,6/11/2014,435000.0,3,2.5,1420,2581,3.0,0.0,3,7,0.0,2004,0.0,98133,1420,0.0,6
5525,9262800294,9/22/2014,260000.0,3,1.75,2170,10018,1.0,0.0,4,7,540.0,1978,0.0,98001,2049,0.0,9
5526,127100005,4/1/2015,377000.0,4,1.75,1800,8385,1.0,0.0,5,6,900.0,1950,0.0,98133,1770,0.0,4
5527,3905040170,3/20/2015,602000.0,4,2.5,2000,7376,2.0,0.0,3,8,0.0,1990,0.0,98029,1950,0.0,3
5528,148000680,10/27/2014,530000.0,3,1.75,1660,4800,1.0,0.0,3,7,700.0,1941,0.0,98116,1510,0.0,10
5529,458000235,3/25/2015,525000.0,4,2.0,1540,3740,1.0,0.0,4,7,770.0,1946,0.0,98117,1090,0.0,3
5530,1445200050,11/10/2014,250000.0,2,1.5,1160,1086,2.0,0.0,3,7,270.0,2006,0.0,98155,1160,0.0,11
5531,7950300005,5/28/2014,681000.0,3,1.0,1700,6356,1.5,0.0,3,7,0.0,1907,0.0,98118,2080,0.0,5
5533,8944550050,5/8/2015,448500.0,3,2.5,2080,3920,2.0,0.0,3,8,0.0,2010,0.0,98118,2110,0.0,5
5534,623049341,10/22/2014,260000.0,3,2.0,1030,7260,1.0,0.0,3,6,0.0,1947,0.0,98146,1380,0.0,10
5535,7922900380,10/30/2014,538000.0,3,1.75,1770,8050,1.0,0.0,4,7,750.0,1963,0.0,98008,2000,0.0,10
5536,2248000080,5/21/2014,385500.0,3,2.0,1540,7947,1.0,0.0,3,7,420.0,1961,0.0,98011,1910,0.0,5
5538,5416100190,7/29/2014,346290.0,4,2.75,2690,9240,2.0,0.0,3,8,0.0,1998,0.0,98022,2640,0.0,7
5539,7215720680,2/3/2015,587000.0,4,2.75,2210,8430,2.0,0.0,3,9,?,1999,0.0,98075,2460,0.0,2
5540,4307330280,8/20/2014,355000.0,4,2.5,2390,6775,2.0,0.0,3,7,0.0,2003,0.0,98056,2560,0.0,8
5541,1562000050,4/28/2015,650000.0,5,2.75,2580,7865,1.0,0.0,4,8,1100.0,1964,0.0,98007,2140,0.0,4
5542,4307320280,7/30/2014,340000.0,4,2.5,2160,5455,2.0,0.0,3,7,0.0,2003,0.0,98056,2160,0.0,7
5543,569000050,7/3/2014,565000.0,4,2.5,2230,8624,1.0,0.0,4,8,?,1969,0.0,98052,1970,0.0,7
5544,5700000595,2/19/2015,630000.0,4,2.0,2000,5000,1.5,0.0,5,7,0.0,1925,0.0,98144,2200,0.0,2
5545,8029200190,11/7/2014,227000.0,3,1.0,1280,7198,1.0,0.0,5,6,0.0,1916,1983.0,98022,1260,37.0,11
5547,9328500680,2/2/2015,540400.0,4,1.75,1680,6758,1.0,0.0,3,8,0.0,1974,0.0,98008,1910,0.0,2
5549,3629970130,7/10/2014,735000.0,3,2.5,2820,8159,2.0,0.0,3,9,0.0,2004,0.0,98029,2910,0.0,7
5550,3574801310,12/16/2014,434000.0,3,2.25,1750,9353,1.0,0.0,3,7,540.0,1987,0.0,98034,1930,0.0,12
5551,4083802195,3/19/2015,578888.0,2,2.0,1060,4000,1.0,0.0,2,7,60.0,1914,0.0,98103,1310,0.0,3
5552,9238500480,5/23/2014,465425.0,4,2.75,2430,20720,1.0,0.0,3,7,0.0,1967,0.0,98072,2580,0.0,5
5553,9264910280,4/22/2015,280500.0,4,2.75,2660,7754,1.5,0.0,3,8,1070.0,1986,0.0,98023,2250,0.0,4
5554,3630120380,2/5/2015,539950.0,2,2.0,1670,3507,1.0,0.0,3,9,0.0,2007,0.0,98029,2330,0.0,2
5555,424069088,9/4/2014,406430.0,3,2.0,1380,15426,1.0,0.0,4,7,0.0,1968,0.0,98075,1380,0.0,9
5556,2954400020,2/5/2015,1150000.0,4,3.75,4160,35000,2.0,0.0,3,11,0.0,1991,0.0,98053,5330,0.0,2
5557,2154550020,11/11/2014,250000.0,3,2.5,1790,6191,2.0,0.0,3,8,0.0,1992,0.0,98031,1790,0.0,11
5558,5420800010,5/8/2014,266000.0,3,2.5,1940,8547,1.0,0.0,3,7,480.0,1989,0.0,98030,1750,0.0,5
5559,2459950010,7/22/2014,258000.0,3,2.0,1390,7200,1.0,0.0,3,7,0.0,1996,0.0,98058,1630,0.0,7
5561,3179100480,8/6/2014,530000.0,3,2.25,1264,1536,2.0,0.0,3,8,0.0,2003,0.0,98105,1264,0.0,8
5562,7942601155,7/22/2014,302282.0,2,1.0,1095,5120,1.5,0.0,3,7,0.0,1901,0.0,98122,1310,0.0,7
5563,2493200235,3/11/2015,370000.0,2,1.0,850,6213,1.0,0.0,3,6,100.0,1916,0.0,98136,1880,0.0,3
5564,6338000014,10/13/2014,625000.0,4,2.0,1760,5307,1.5,0.0,4,7,590.0,1948,0.0,98105,1850,0.0,10
5565,1735800050,4/9/2015,142500.0,1,1.0,690,6825,1.0,0.0,4,5,0.0,1917,0.0,98002,1330,0.0,4
5566,2783100050,1/21/2015,334000.0,3,1.75,1400,7405,1.0,0.0,3,7,0.0,1961,0.0,98133,1820,0.0,1
5567,1604600095,7/8/2014,362000.0,5,3.0,1810,3000,2.0,0.0,3,7,0.0,1998,0.0,98118,1670,0.0,7
5568,3080000005,4/17/2015,181000.0,2,1.0,1310,4000,1.0,0.0,3,7,360.0,1942,0.0,98144,1310,0.0,4
5569,2268000470,12/31/2014,241500.0,3,1.0,1400,10425,1.0,0.0,4,7,0.0,1968,0.0,98003,1440,0.0,12
5570,807800190,2/4/2015,245000.0,3,1.75,2350,12720,1.0,0.0,4,7,1170.0,1964,0.0,98030,1680,0.0,2
5571,1274500170,5/6/2015,227500.0,3,1.0,1150,8848,1.0,0.0,3,7,0.0,1968,0.0,98042,1220,0.0,5
5572,8857600780,10/3/2014,158550.0,5,1.5,1710,8100,1.5,0.0,4,7,0.0,1961,0.0,98032,1480,0.0,10
5573,5145000130,9/25/2014,450000.0,3,2.25,1660,10247,1.0,0.0,5,7,530.0,1968,0.0,98034,1680,0.0,9
5574,3288200470,2/4/2015,485000.0,3,1.75,1950,10080,1.0,0.0,4,7,0.0,1967,0.0,98034,2340,0.0,2
5575,1771000950,11/6/2014,353000.0,4,1.75,1780,9794,1.0,0.0,3,7,0.0,1967,0.0,98077,1160,0.0,11
5576,3818400050,4/6/2015,500000.0,4,3.0,2450,4668,2.0,0.0,3,8,0.0,2004,0.0,98028,2460,0.0,4
5578,5127000420,2/23/2015,357500.0,3,1.5,1540,11858,1.0,0.0,4,7,0.0,1966,0.0,98059,1550,0.0,2
5579,8656300380,5/6/2014,272000.0,3,2.5,1650,13816,2.0,0.0,3,7,0.0,1998,0.0,98014,1650,0.0,5
5580,6632300161,4/28/2015,422000.0,3,1.0,1160,7854,1.0,0.0,3,7,0.0,1960,0.0,98125,1300,0.0,4
5581,622100130,9/17/2014,365000.0,2,2.0,1440,15000,1.0,0.0,3,7,0.0,1985,0.0,98072,1780,0.0,9
5582,4028900048,8/21/2014,450000.0,3,1.75,2150,13789,1.0,0.0,4,8,540.0,1966,0.0,98155,2150,0.0,8
5583,411100005,9/22/2014,275053.0,2,1.0,1060,6504,1.0,0.0,3,6,0.0,1950,0.0,98155,1100,0.0,9
5584,6447300225,11/6/2014,1880000.0,3,2.75,2620,17919,1.0,0.0,4,9,0.0,1949,0.0,98039,3400,0.0,11
5585,5739600427,3/11/2015,725000.0,3,1.75,1630,9000,1.0,0.0,3,7,670.0,1955,0.0,98004,1880,0.0,3
5586,5412310080,6/12/2014,235000.0,3,1.75,1840,9697,1.0,0.0,4,7,340.0,1985,0.0,98030,1430,0.0,6
5588,2726049071,4/8/2015,489950.0,2,1.0,820,4206,1.0,0.0,3,5,0.0,1949,0.0,98125,1810,0.0,4
5589,3764650050,7/30/2014,463000.0,3,2.5,2010,4195,2.0,0.0,3,8,0.0,1998,0.0,98034,2010,0.0,7
5590,3905030480,6/17/2014,536000.0,4,2.25,1990,5948,2.0,0.0,3,8,0.0,1991,0.0,98029,2150,0.0,6
5592,8650300130,9/8/2014,630000.0,4,2.5,2540,4727,2.0,0.0,3,9,0.0,1999,0.0,98034,3640,0.0,9
5593,2923049372,5/6/2014,362000.0,3,2.25,1640,14374,1.0,0.0,4,7,500.0,1963,0.0,98148,2020,0.0,5
5594,5437200080,2/4/2015,350000.0,4,2.75,2500,11659,1.0,0.0,3,9,1010.0,1979,0.0,98003,2830,0.0,2
5595,9808100185,10/3/2014,1690000.0,4,3.5,4020,13515,2.0,0.0,3,11,0.0,2001,0.0,98004,3930,0.0,10
5596,4337000285,2/24/2015,255000.0,3,2.0,1500,8775,1.0,0.0,3,6,110.0,1943,0.0,98166,1310,0.0,2
5597,2891000010,8/6/2014,269000.0,4,2.5,1594,7665,1.0,0.0,5,7,506.0,1975,0.0,98002,1536,0.0,8
5598,7224000545,8/25/2014,370000.0,4,3.0,2130,4838,1.5,0.0,4,7,0.0,1930,0.0,98055,1070,0.0,8
5599,3243100080,5/1/2015,270000.0,3,1.0,1130,7920,1.0,0.0,3,7,0.0,1961,0.0,98059,1390,0.0,5
5601,546000020,4/29/2015,487000.0,2,1.0,1440,4046,1.0,0.0,3,7,480.0,1946,0.0,98117,1400,0.0,4
5602,8651611060,8/4/2014,835000.0,4,3.25,3270,6027,2.0,0.0,3,10,0.0,2001,0.0,98074,3270,0.0,8
5603,3024079063,7/1/2014,850000.0,4,3.25,4350,112750,1.0,0.0,3,9,2150.0,2006,0.0,98027,2180,0.0,7
5604,3039000050,12/1/2014,575000.0,4,2.75,1610,11201,1.0,0.0,5,7,590.0,1982,0.0,98033,1610,0.0,12
5605,1839900080,7/12/2014,335000.0,3,1.0,950,8000,1.0,0.0,3,7,0.0,1968,0.0,98034,2270,0.0,7
5606,4024101434,8/8/2014,318000.0,3,1.0,1010,7200,1.0,0.0,5,6,0.0,1948,0.0,98155,1590,0.0,8
5607,2824069142,4/9/2015,510000.0,3,2.0,1420,11325,1.0,0.0,3,7,?,1980,0.0,98027,2330,0.0,4
5608,2618300080,5/2/2014,242500.0,3,1.5,1200,9720,1.0,0.0,4,7,0.0,1965,0.0,98042,1380,0.0,5
5609,7785000010,12/4/2014,750000.0,5,2.25,2020,8400,1.0,0.0,4,7,1010.0,1963,0.0,98040,1890,0.0,12
5610,4307330050,7/21/2014,439900.0,5,3.5,3390,7950,2.0,0.0,3,7,0.0,2003,0.0,98056,2580,0.0,7
5611,2867100005,4/7/2015,710000.0,2,1.0,1700,3040,1.5,0.0,3,8,240.0,1914,0.0,98119,1620,0.0,4
5612,3880900010,6/4/2014,2400000.0,5,3.25,3410,9088,2.0,0.0,3,9,650.0,1912,0.0,98119,3540,0.0,6
5613,5255710010,12/15/2014,435000.0,3,1.75,2030,13700,1.0,0.0,3,8,400.0,1976,0.0,98011,2120,0.0,12
5614,3213200314,12/26/2014,874000.0,4,2.75,2860,6867,1.0,0.0,5,7,1300.0,1946,0.0,98115,2290,0.0,12
5615,9834200950,6/16/2014,385000.0,4,1.75,1690,4080,1.0,0.0,4,7,820.0,1984,0.0,98144,1320,0.0,6
5616,3806000005,10/30/2014,110000.0,2,1.0,760,4746,1.0,0.0,3,5,0.0,1930,0.0,98055,1360,0.0,10
5617,6204400170,6/20/2014,477000.0,3,1.75,1780,8085,1.0,0.0,3,7,570.0,1976,0.0,98011,1780,0.0,6
5618,2491200675,9/12/2014,500000.0,3,2.0,1550,6394,1.5,0.0,5,8,0.0,1918,0.0,98126,1440,0.0,9
5619,98020480,8/28/2014,885000.0,4,2.5,4090,11225,2.0,0.0,3,10,0.0,2005,0.0,98075,3510,0.0,8
5620,8068000585,8/27/2014,235000.0,2,1.0,880,5600,1.0,0.0,5,7,0.0,1955,0.0,98178,1240,0.0,8
5621,4345000170,5/4/2015,210000.0,3,2.75,1320,15236,1.0,0.0,3,7,440.0,1995,0.0,98030,1490,0.0,5
5622,3101500010,4/20/2015,320000.0,2,1.0,950,4000,1.0,0.0,3,6,0.0,1910,0.0,98144,1480,0.0,4
5623,3291800660,3/13/2015,406000.0,3,1.75,1390,7904,1.0,0.0,3,7,0.0,1985,0.0,98056,1910,0.0,3
5624,3541600235,10/28/2014,350000.0,3,1.75,1900,10225,1.0,0.0,4,8,680.0,1963,0.0,98166,1850,0.0,10
5625,2923039217,6/10/2014,350000.0,2,0.75,1392,43710,1.5,0.0,4,7,0.0,1978,0.0,98070,1640,0.0,6
5626,7852010290,7/10/2014,720000.0,4,2.5,3340,8930,2.0,0.0,3,10,0.0,1999,0.0,98065,3160,0.0,7
5627,7695450010,5/22/2014,604700.0,4,2.75,2750,14982,1.0,0.0,3,9,?,1981,0.0,98198,2860,0.0,5
5628,3424069145,9/25/2014,343000.0,3,1.0,1400,5662,1.5,0.0,5,5,0.0,1920,0.0,98027,1250,0.0,9
